⛴️	ferry	ferry travel & places	5.2
🛥️	motor boat	motor boat motor_boat travel & places	7.0
🚢	ship	ship travel & places	6.0
✈️	airplane	airplane flight travel & places	0
🛩️	small airplane	small airplane small_airplane flight travel & places	7.0
🛫	airplane departure	airplane departure flight flight_departure travel & places	7.0
🛬	airplane arrival	airplane arrival flight flight_arrival travel & places	7.0
🪂	parachute	parachute travel & places	12.0
💺	seat	seat travel & places	6.0
🚁	helicopter	helicopter travel & places	6.0
🚟	suspension railway	suspension railway suspension_railway travel & places	6.0
🚠	mountain cableway	mountain cableway mountain_cableway travel & places	6.0
🚡	aerial tramway	aerial tramway aerial_tramway travel & places	6.0
🛰️	satellite	satellite artificial artificial_satellite orbit space travel & places	7.0
🚀	rocket	rocket ship launch travel & places	6.0
🛸	flying saucer	flying saucer flying_saucer ufo travel & places	11.0
🛎️	bellhop bell	bellhop bell bellhop_bell travel & places	7.0
🧳	luggage	luggage travel & places	11.0
⌛	hourglass done	hourglass done time travel & places	0
⏳	hourglass not done	hourglass not done flowing sand hourglass_flowing_sand time travel & places	6.0
⌚	watch	watch time travel & places	0
⏰	alarm clock	alarm clock alarm_clock morning travel & places	6.0
⏱️	stopwatch	stopwatch travel & places	6.0
⏲️	timer clock	timer clock timer_clock travel & places	6.0
🕰️	mantelpiece clock	mantelpiece clock mantelpiece_clock travel & places	7.0
🕛	twelve o’clock	twelve o’clock clock12 travel & places	6.0
🕧	twelve-thirty	twelve thirty clock1230 travel & places	6.0
🕐	one o’clock	one o’clock clock1 travel & places	6.0
🕜	one-thirty	one thirty clock130 travel & places	6.0
🕑	two o’clock	two o’clock clock2 travel & places	6.0
🕝	two-thirty	two thirty clock230 travel & places	6.0
🕒	three o’clock	three o’clock clock3 travel & places	6.0
🕞	three-thirty	three thirty clock330 travel & places	6.0
🕓	four o’clock	four o’clock clock4 travel & places	6.0
🕟	four-thirty	four thirty clock430 travel & places	6.0
🕔	five o’clock	five o’clock clock5 travel & places	6.0
🕠	five-thirty	five thirty clock530 travel & places	6.0
🕕	six o’clock	six o’clock clock6 travel & places	6.0
🕡	six-thirty	six thirty clock630 travel & places	6.0
🕖	seven o’clock	seven o’clock clock7 travel & places	6.0
🕢	seven-thirty	seven thirty clock730 travel & places	6.0
🕗	eight o’clock	eight o’clock clock8 travel & places	6.0
🕣	eight-thirty	eight thirty clock830 travel & places	6.0
🕘	nine o’clock	nine o’clock clock9 travel & places	6.0
🕤	nine-thirty	nine thirty clock930 travel & places	6.0
🕙	ten o’clock	ten o’clock clock10 travel & places	6.0
🕥	ten-thirty	ten thirty clock1030 travel & places	6.0
🕚	eleven o’clock	eleven o’clock clock11 travel & places	6.0
🕦	eleven-thirty	eleven thirty clock1130 travel & places	6.0
🌑	new moon	new moon new_moon travel & places	6.0
🌒	waxing crescent moon	waxing crescent moon waxing_crescent_moon travel & places	6.0
🌓	first quarter moon	first quarter moon first_quarter_moon travel & places	6.0
🌔	waxing gibbous moon	waxing gibbous moon waxing_gibbous_moon travel & places	6.0
🌕	full moon	full moon full_moon travel & places	6.0
🌖	waning gibbous moon	waning gibbous moon waning_gibbous_moon travel & places	6.0
🌗	last quarter moon	last quarter moon last_quarter_moon travel & places	6.0
🌘	waning crescent moon	waning crescent moon waning_crescent_moon travel & places	6.0
🌙	crescent moon	crescent moon crescent_moon night travel & places	6.0
🌚	new moon face	new moon face with new_moon_with_face travel & places	6.0
🌛	first quarter moon face	first quarter moon face with first_quarter_moon_with_face travel & places	6.0
🌜	last quarter moon face	last quarter moon face with last_quarter_moon_with_face travel & places	6.0
🌡️	thermometer	thermometer travel & places	7.0
☀️	sun	sun sunny weather travel & places	0
🌝	full moon face	full moon face with full_moon_with_face travel & places	6.0
🌞	sun with face	sun with face sun_with_face summer travel & places	6.0
🪐	ringed planet	ringed planet ringed_planet travel & places	12.0
⭐	star	star travel & places	5.1
🌟	glowing star	glowing star star2 travel & places	6.0
🌠	shooting star	shooting star stars travel & places	6.0
🌌	milky way	milky way milky_way travel & places	6.0
☁️	cloud	cloud travel & places	0
⛅	sun behind cloud	sun behind cloud partly sunny partly_sunny weather travel & places	5.2
⛈️	cloud with lightning and rain	cloud with lightning and rain cloud_with_lightning_and_rain travel & places	5.2
🌤️	sun behind small cloud	sun behind small cloud sun_behind_small_cloud travel & places	7.0
🌥️	sun behind large cloud	sun behind large cloud sun_behind_large_cloud travel & places	7.0
🌦️	sun behind rain cloud	sun behind rain cloud sun_behind_rain_cloud travel & places	7.0
🌧️	cloud with rain	cloud with rain cloud_with_rain travel & places	7.0
🌨️	cloud with snow	cloud with snow cloud_with_snow travel & places	7.0
🌩️	cloud with lightning	cloud with lightning cloud_with_lightning travel & places	7.0
🌪️	tornado	tornado travel & places	7.0
🌫️	fog	fog travel & places	7.0
🌬️	wind face	wind face wind_face travel & places	7.0
🌀	cyclone	cyclone swirl travel & places	6.0
🌈	rainbow	rainbow travel & places	6.0
🌂	closed umbrella	closed umbrella closed_umbrella weather rain travel & places	6.0
☂️	umbrella	umbrella open open_umbrella travel & places	0
☔	umbrella with rain drops	umbrella with rain drops weather travel & places	4.0
⛱️	umbrella on ground	umbrella on ground parasol parasol_on_ground beach travel & places	5.2
⚡	high voltage	high voltage zap lightning thunder travel & places	4.0
❄️	snowflake	snowflake winter cold weather travel & places	0
☃️	snowman	snowman with snow snowman_with_snow winter christmas travel & places	0
⛄	snowman without snow	snowman without snow winter travel & places	5.2
☄️	comet	comet travel & places	0
🔥	fire	fire burn travel & places	6.0
💧	droplet	droplet water travel & places	6.0
🌊	water wave	water wave ocean sea travel & places	6.0
🎃	jack-o-lantern	jack o lantern jack_o_lantern halloween activities	6.0
🎄	Christmas tree	christmas tree christmas_tree activities	6.0
🎆	fireworks	fireworks festival celebration activities	6.0
🎇	sparkler	sparkler activities	6.0
🧨	firecracker	firecracker activities	11.0
✨	sparkles	sparkles shiny activities	6.0
🎈	balloon	balloon party birthday activities	6.0
🎉	party popper	party popper tada hooray activities	6.0
🎊	confetti ball	confetti ball confetti_ball activities	6.0
🎋	tanabata tree	tanabata tree tanabata_tree activities	6.0
🎍	pine decoration	pine decoration bamboo activities	6.0
🎎	Japanese dolls	japanese dolls activities	6.0
🎏	carp streamer	carp streamer flags activities	6.0
🎐	wind chime	wind chime wind_chime activities	6.0
🎑	moon viewing ceremony	moon viewing ceremony rice scene rice_scene activities	6.0
🧧	red envelope	red envelope red_envelope activities	11.0
🎀	ribbon	ribbon activities	6.0
🎁	wrapped gift	wrapped gift present birthday christmas activities	6.0
🎗️	reminder ribbon	reminder ribbon reminder_ribbon activities	7.0
🎟️	admission tickets	admission tickets activities	7.0
🎫	ticket	ticket activities	6.0
🎖️	military medal	military medal medal_military activities	7.0
🏆	trophy	trophy award contest winner activities	6.0
🏅	sports medal	sports medal medal_sports gold winner activities	7.0
🥇	1st place medal	1st place medal 1st_place_medal gold activities	9.0
🥈	2nd place medal	2nd place medal 2nd_place_medal silver activities	9.0
🥉	3rd place medal	3rd place medal 3rd_place_medal bronze activities	9.0
⚽	soccer ball	soccer ball sports activities	5.2
⚾	baseball	baseball sports activities	5.2
🥎	softball	softball activities	11.0
🏀	basketball	basketball sports activities	6.0
🏐	volleyball	volleyball activities	8.0
🏈	american football	american football sports activities	6.0
🏉	rugby football	rugby football rugby_football activities	6.0
🎾	tennis	tennis sports activities	6.0
🥏	flying disc	flying disc flying_disc activities	11.0
🎳	bowling	bowling activities	6.0
🏏	cricket game	cricket game cricket_game activities	8.0
🏑	field hockey	field hockey field_hockey activities	8.0
🏒	ice hockey	ice hockey ice_hockey activities	8.0
🥍	lacrosse	lacrosse activities	11.0
🏓	ping pong	ping pong ping_pong activities	8.0
🏸	badminton	badminton activities	8.0
🥊	boxing glove	boxing glove boxing_glove activities	9.0
🥋	martial arts uniform	martial arts uniform martial_arts_uniform activities	9.0
🥅	goal net	goal net goal_net activities	9.0
⛳	flag in hole	flag in hole golf activities	5.2
⛸️	ice skate	ice skate ice_skate skating activities	5.2
🎣	fishing pole	fishing pole and fish fishing_pole_and_fish activities	6.0
🤿	diving mask	diving mask diving_mask activities	12.0
🎽	running shirt	running shirt with sash running_shirt_with_sash marathon activities	6.0
🎿	skis	skis ski activities	6.0
🛷	sled	sled activities	11.0
🥌	curling stone	curling stone curling_stone activities	11.0
🎯	bullseye	bullseye dart target activities	6.0
🪀	yo-yo	yo yo_yo activities	12.0
🪁	kite	kite activities	12.0
🔫	water pistol	water pistol gun shoot weapon activities	6.0
🎱	pool 8 ball	pool 8 ball 8ball billiards activities	6.0
🔮	crystal ball	crystal ball crystal_ball fortune activities	6.0
🪄	magic wand	magic wand magic_wand activities	13.0
🎮	video game	video game video_game play controller console activities	6.0
🕹️	joystick	joystick activities	7.0
🎰	slot machine	slot machine slot_machine activities	6.0
🎲	game die	game die game_die dice gambling activities	6.0
🧩	puzzle piece	puzzle piece jigsaw activities	11.0
🧸	teddy bear	teddy bear teddy_bear activities	11.0
🪅	piñata	piñata pinata activities	13.0
🪩	mirror ball	mirror ball mirror_ball disco party activities	14.0
🪆	nesting dolls	nesting dolls nesting_dolls activities	13.0
♠️	spade suit	spade suit spades activities	0
♥️	heart suit	heart suit hearts activities	0
♦️	diamond suit	diamond suit diamonds activities	0
♣️	club suit	club suit clubs activities	0
♟️	chess pawn	chess pawn chess_pawn activities	11.0
🃏	joker	joker black black_joker activities	6.0
🀄	mahjong red dragon	mahjong red dragon activities	0
🎴	flower playing cards	flower playing cards flower_playing_cards activities	6.0
🎭	performing arts	performing arts performing_arts theater drama activities	6.0
🖼️	framed picture	framed picture framed_picture activities	7.0
🎨	artist palette	artist palette art design paint activities	6.0
🧵	thread	thread activities	11.0
🪡	sewing needle	sewing needle sewing_needle activities	13.0
🧶	yarn	yarn activities	11.0
🪢	knot	knot activities	13.0
👓	glasses	glasses eyeglasses objects	6.0
🕶️	sunglasses	sunglasses dark dark_sunglasses objects	7.0
🥽	goggles	goggles objects	11.0
🥼	lab coat	lab coat lab_coat objects	11.0
🦺	safety vest	safety vest safety_vest objects	12.0
👔	necktie	necktie shirt formal objects	6.0
👕	t-shirt	t shirt tshirt objects	6.0
👖	jeans	jeans pants objects	6.0
🧣	scarf	scarf objects	11.0
🧤	gloves	gloves objects	11.0
🧥	coat	coat objects	11.0
🧦	socks	socks objects	11.0
👗	dress	dress objects	6.0
👘	kimono	kimono objects	6.0
🥻	sari	sari objects	12.0
🩱	one-piece swimsuit	one piece swimsuit one_piece_swimsuit objects	12.0
🩲	briefs	briefs swim brief swim_brief objects	12.0
🩳	shorts	shorts objects	12.0
👙	bikini	bikini beach objects	6.0
👚	woman’s clothes	woman’s clothes womans womans_clothes objects	6.0
🪭	folding hand fan	folding hand fan folding_hand_fan sensu objects	15.0
👛	purse	purse objects	6.0
👜	handbag	handbag bag objects	6.0
👝	clutch bag	clutch bag pouch objects	6.0
🛍️	shopping bags	shopping bags objects	7.0
🎒	backpack	backpack school satchel school_satchel objects	6.0
🩴	thong sandal	thong sandal thong_sandal objects	13.0
👞	man’s shoe	man’s shoe mans mans_shoe objects	6.0
👟	running shoe	running shoe athletic athletic_shoe sneaker sport objects	6.0
🥾	hiking boot	hiking boot hiking_boot objects	11.0
🥿	flat shoe	flat shoe flat_shoe objects	11.0
👠	high-heeled shoe	high heeled shoe heel high_heel objects	6.0
👡	woman’s sandal	woman’s sandal shoe objects	6.0
🩰	ballet shoes	ballet shoes ballet_shoes objects	12.0
👢	woman’s boot	woman’s boot objects	6.0
🪮	hair pick	hair pick hair_pick objects	15.0
👑	crown	crown king queen royal objects	6.0
👒	woman’s hat	woman’s hat womans womans_hat objects	6.0
🎩	top hat	top hat tophat classy objects	6.0
🎓	graduation cap	graduation cap mortar board mortar_board education college university objects	6.0
🧢	billed cap	billed cap billed_cap objects	11.0
🪖	military helmet	military helmet military_helmet objects	13.0
⛑️	rescue worker’s helmet	rescue worker’s helmet worker rescue_worker_helmet objects	5.2
📿	prayer beads	prayer beads prayer_beads objects	8.0
💄	lipstick	lipstick makeup objects	6.0
💍	ring	ring wedding marriage engaged objects	6.0
💎	gem stone	gem stone diamond objects	6.0
🔇	muted speaker	muted speaker mute sound volume objects	6.0
🔈	speaker low volume	speaker low volume objects	6.0
🔉	speaker medium volume	speaker medium volume sound objects	6.0
🔊	speaker high volume	speaker high volume loud sound loud_sound objects	6.0
📢	loudspeaker	loudspeaker announcement objects	6.0
📣	megaphone	megaphone mega objects	6.0
📯	postal horn	postal horn postal_horn objects	6.0
🔔	bell	bell sound notification objects	6.0
🔕	bell with slash	bell with slash no no_bell volume off objects	6.0
🎼	musical score	musical score musical_score objects	6.0
🎵	musical note	musical note musical_note objects	6.0
🎶	musical notes	musical notes music objects	6.0
🎙️	studio microphone	studio microphone studio_microphone podcast objects	7.0
🎚️	level slider	level slider level_slider objects	7.0
🎛️	control knobs	control knobs control_knobs objects	7.0
🎤	microphone	microphone sing objects	6.0
🎧	headphone	headphone headphones music earphones objects	6.0
📻	radio	radio podcast objects	6.0
🎷	saxophone	saxophone objects	6.0
🪗	accordion	accordion objects	13.0
🎸	guitar	guitar rock objects	6.0
🎹	musical keyboard	musical keyboard musical_keyboard piano objects	6.0
🎺	trumpet	trumpet objects	6.0
🎻	violin	violin objects	6.0
🪕	banjo	banjo objects	12.0
🥁	drum	drum objects	0
🪘	long drum	long drum long_drum objects	13.0
🪇	maracas	maracas shaker objects	15.0
🪈	flute	flute recorder objects	15.0
📱	mobile phone	mobile phone iphone smartphone objects	6.0
📲	mobile phone with arrow	mobile phone with arrow calling call incoming objects	6.0
☎️	telephone	telephone phone objects	0
📞	telephone receiver	telephone receiver telephone_receiver phone call objects	6.0
📟	pager	pager objects	6.0
📠	fax machine	fax machine objects	6.0
🔋	battery	battery power objects	6.0
🪫	low battery	low battery low_battery objects	14.0
🔌	electric plug	electric plug electric_plug objects	6.0
💻	laptop	laptop computer desktop screen objects	6.0
🖥️	desktop computer	desktop computer desktop_computer objects	7.0
🖨️	printer	printer objects	7.0
⌨️	keyboard	keyboard objects	0
🖱️	computer mouse	computer mouse computer_mouse objects	7.0
🖲️	trackball	trackball objects	7.0
💽	computer disk	computer disk minidisc objects	6.0
💾	floppy disk	floppy disk floppy_disk save objects	6.0
💿	optical disk	optical disk cd objects	6.0
📀	dvd	dvd objects	6.0
🧮	abacus	abacus objects	11.0
🎥	movie camera	movie camera movie_camera film video objects	6.0
🎞️	film frames	film frames strip film_strip objects	7.0
📽️	film projector	film projector film_projector objects	7.0
🎬	clapper board	clapper board film objects	6.0
📺	television	television tv objects	6.0
📷	camera	camera photo objects	6.0
📸	camera with flash	camera with flash camera_flash photo objects	7.0
📹	video camera	video camera video_camera objects	6.0
📼	videocassette	videocassette vhs objects	6.0
🔍	magnifying glass tilted left	magnifying glass tilted left mag search zoom objects	6.0
🔎	magnifying glass tilted right	magnifying glass tilted right mag mag_right objects	6.0
🕯️	candle	candle objects	7.0
💡	light bulb	light bulb idea objects	6.0
🔦	flashlight	flashlight objects	6.0
🏮	red paper lantern	red paper lantern izakaya izakaya_lantern objects	6.0
🪔	diya lamp	diya lamp diya_lamp objects	12.0
📔	notebook with decorative cover	notebook with decorative cover notebook_with_decorative_cover objects	6.0
📕	closed book	closed book closed_book objects	6.0
📖	open book	open book open_book objects	6.0
📗	green book	green book green_book objects	6.0
📘	blue book	blue book blue_book objects	6.0
📙	orange book	orange book orange_book objects	6.0
📚	books	books library objects	6.0
📓	notebook	notebook objects	6.0
📒	ledger	ledger objects	6.0
📃	page with curl	page with curl page_with_curl objects	6.0
📜	scroll	scroll document objects	6.0
📄	page facing up	page facing up page_facing_up document objects	6.0
📰	newspaper	newspaper press objects	6.0
🗞️	rolled-up newspaper	rolled up newspaper roll newspaper_roll press objects	7.0
📑	bookmark tabs	bookmark tabs bookmark_tabs objects	6.0
🔖	bookmark	bookmark objects	6.0
🏷️	label	label tag objects	7.0
💰	money bag	money bag moneybag dollar cream objects	6.0
🪙	coin	coin objects	13.0
💴	yen banknote	yen banknote objects	6.0
💵	dollar banknote	dollar banknote money objects	6.0
💶	euro banknote	euro banknote objects	6.0
💷	pound banknote	pound banknote objects	6.0
💸	money with wings	money with wings money_with_wings dollar objects	6.0
💳	credit card	credit card credit_card subscription objects	6.0
🧾	receipt	receipt objects	11.0
💹	chart increasing with yen	chart increasing with yen objects	6.0
✉️	envelope	envelope letter email objects	0
📧	e-mail	e mail email e-mail objects	6.0
📨	incoming envelope	incoming envelope incoming_envelope objects	6.0
📩	envelope with arrow	envelope with arrow envelope_with_arrow objects	6.0
📤	outbox tray	outbox tray outbox_tray objects	6.0
📥	inbox tray	inbox tray inbox_tray objects	6.0
📦	package	package shipping objects	6.0
📫	closed mailbox with raised flag	closed mailbox with raised flag objects	6.0
📪	closed mailbox with lowered flag	closed mailbox with lowered flag mailbox_closed objects	6.0
📬	open mailbox with raised flag	open mailbox with raised flag mail mailbox_with_mail objects	6.0
📭	open mailbox with lowered flag	open mailbox with lowered flag no mail mailbox_with_no_mail objects	6.0
📮	postbox	postbox objects	6.0
🗳️	ballot box with ballot	ballot box with ballot_box objects	7.0
✏️	pencil	pencil pencil2 objects	0
✒️	black nib	black nib black_nib objects	0
🖋️	fountain pen	fountain pen fountain_pen objects	7.0
🖊️	pen	pen objects	7.0
🖌️	paintbrush	paintbrush objects	7.0
🖍️	crayon	crayon objects	7.0
📝	memo	memo pencil document note objects	6.0
💼	briefcase	briefcase business objects	6.0
📁	file folder	file folder file_folder directory objects	6.0
📂	open file folder	open file folder open_file_folder objects	6.0
🗂️	card index dividers	card index dividers card_index_dividers objects	7.0
📅	calendar	calendar date schedule objects	6.0
📆	tear-off calendar	tear off calendar schedule objects	6.0
🗒️	spiral notepad	spiral notepad spiral_notepad objects	7.0
🗓️	spiral calendar	spiral calendar spiral_calendar objects	7.0
📇	card index	card index card_index objects	6.0
📈	chart increasing	chart increasing with upwards trend chart_with_upwards_trend graph metrics objects	6.0
📉	chart decreasing	chart decreasing with downwards trend chart_with_downwards_trend graph metrics objects	6.0
📊	bar chart	bar chart bar_chart stats metrics objects	6.0
📋	clipboard	clipboard objects	6.0
📌	pushpin	pushpin location objects	6.0
📍	round pushpin	round pushpin round_pushpin location objects	6.0
📎	paperclip	paperclip objects	6.0
🖇️	linked paperclips	linked paperclips objects	7.0
📏	straight ruler	straight ruler straight_ruler objects	6.0
📐	triangular ruler	triangular ruler triangular_ruler objects	6.0
✂️	scissors	scissors cut objects	0
🗃️	card file box	card file box card_file_box objects	7.0
🗄️	file cabinet	file cabinet file_cabinet objects	7.0
🗑️	wastebasket	wastebasket trash objects	7.0
🔒	locked	locked lock security private objects	6.0
🔓	unlocked	unlocked unlock security objects	6.0
🔏	locked with pen	locked with pen lock ink lock_with_ink_pen objects	6.0
🔐	locked with key	locked with key closed lock closed_lock_with_key security objects	6.0
🔑	key	key lock password objects	6.0
🗝️	old key	old key old_key objects	7.0
🔨	hammer	hammer tool objects	6.0
🪓	axe	axe objects	12.0
⛏️	pick	pick objects	5.2
⚒️	hammer and pick	hammer and pick hammer_and_pick objects	4.1
🛠️	hammer and wrench	hammer and wrench hammer_and_wrench objects	7.0
🗡️	dagger	dagger objects	7.0
⚔️	crossed swords	crossed swords crossed_swords objects	4.1
💣	bomb	bomb boom objects	6.0
🪃	boomerang	boomerang objects	13.0
🏹	bow and arrow	bow and arrow bow_and_arrow archery objects	8.0
🛡️	shield	shield objects	7.0
🪚	carpentry saw	carpentry saw carpentry_saw objects	13.0
🔧	wrench	wrench tool objects	6.0
🪛	screwdriver	screwdriver objects	13.0
🔩	nut and bolt	nut and bolt nut_and_bolt objects	6.0
⚙️	gear	gear objects	4.1
🗜️	clamp	clamp objects	7.0
⚖️	balance scale	balance scale balance_scale objects	4.1
🦯	white cane	white cane probing probing_cane objects	12.0
🔗	link	link objects	6.0
⛓️	chains	chains objects	5.2
🪝	hook	hook objects	13.0
🧰	toolbox	toolbox objects	11.0
🧲	magnet	magnet objects	11.0
🪜	ladder	ladder objects	13.0
⚗️	alembic	alembic objects	4.1
🧪	test tube	test tube test_tube objects	11.0
🧫	petri dish	petri dish petri_dish objects	11.0
🧬	dna	dna objects	11.0
🔬	microscope	microscope science laboratory investigate objects	6.0
🔭	telescope	telescope objects	6.0
📡	satellite antenna	satellite antenna signal objects	6.0
💉	syringe	syringe health hospital needle objects	6.0
🩸	drop of blood	drop of blood drop_of_blood objects	12.0
💊	pill	pill health medicine objects	6.0
🩹	adhesive bandage	adhesive bandage adhesive_bandage objects	12.0
🩼	crutch	crutch objects	14.0
🩺	stethoscope	stethoscope objects	12.0
🩻	x-ray	x ray x_ray objects	14.0
🚪	door	door objects	6.0
🛗	elevator	elevator objects	13.0
🪞	mirror	mirror objects	13.0
🪟	window	window objects	13.0
🛏️	bed	bed objects	7.0
🛋️	couch and lamp	couch and lamp couch_and_lamp objects	7.0
🪑	chair	chair objects	12.0
🚽	toilet	toilet wc objects	6.0
🪠	plunger	plunger objects	13.0
🚿	shower	shower bath objects	6.0
🛁	bathtub	bathtub objects	6.0
🪤	mouse trap	mouse trap mouse_trap objects	13.0
🪒	razor	razor objects	12.0
🧴	lotion bottle	lotion bottle lotion_bottle objects	11.0
🧷	safety pin	safety pin safety_pin objects	11.0
🧹	broom	broom objects	11.0
🧺	basket	basket objects	11.0
🧻	roll of paper	roll of paper roll_of_paper toilet objects	11.0
🪣	bucket	bucket objects	13.0
🧼	soap	soap objects	11.0
🫧	bubbles	bubbles objects	14.0
🪥	toothbrush	toothbrush objects	13.0
🧽	sponge	sponge objects	11.0
🧯	fire extinguisher	fire extinguisher fire_extinguisher objects	11.0
🛒	shopping cart	shopping cart shopping_cart objects	9.0
🚬	cigarette	cigarette smoking objects	6.0
⚰️	coffin	coffin funeral objects	4.1
🪦	headstone	headstone objects	13.0
⚱️	funeral urn	funeral urn funeral_urn objects	4.1
🧿	nazar amulet	nazar amulet nazar_amulet objects	11.0
🪬	hamsa	hamsa objects	14.0
🗿	moai	moai moyai stone objects	6.0
🪧	placard	placard objects	13.0
🪪	identification card	identification card identification_card objects	14.0
🏧	ATM sign	atm sign symbols	6.0
🚮	litter in bin sign	litter in bin sign put its place put_litter_in_its_place symbols	6.0
🚰	potable water	potable water potable_water symbols	6.0
♿	wheelchair symbol	wheelchair symbol accessibility symbols	4.1
🚹	men’s room	men’s room mens symbols	6.0
🚺	women’s room	women’s room womens symbols	6.0
🚻	restroom	restroom toilet symbols	6.0
🚼	baby symbol	baby symbol baby_symbol symbols	6.0
🚾	water closet	water closet wc toilet restroom symbols	6.0
🛂	passport control	passport control passport_control symbols	6.0
🛃	customs	customs symbols	6.0
🛄	baggage claim	baggage claim baggage_claim airport symbols	6.0
🛅	left luggage	left luggage left_luggage symbols	6.0
⚠️	warning	warning wip symbols	4.0
🚸	children crossing	children crossing children_crossing symbols	6.0
⛔	no entry	no entry no_entry limit symbols	5.2
🚫	prohibited	prohibited no entry sign no_entry_sign block forbidden symbols	6.0
🚳	no bicycles	no bicycles no_bicycles symbols	6.0
🚭	no smoking	no smoking no_smoking symbols	6.0
🚯	no littering	no littering do not litter do_not_litter symbols	6.0
🚱	non-potable water	non potable water non-potable_water symbols	6.0
🚷	no pedestrians	no pedestrians no_pedestrians symbols	6.0
📵	no mobile phones	no mobile phones no_mobile_phones symbols	6.0
🔞	no one under eighteen	no one under eighteen underage symbols	6.0
☢️	radioactive	radioactive symbols	0
☣️	biohazard	biohazard symbols	0
⬆️	up arrow	up arrow arrow_up symbols	4.0
↗️	up-right arrow	up right arrow upper arrow_upper_right symbols	0
➡️	right arrow	right arrow arrow_right symbols	0
↘️	down-right arrow	down right arrow lower arrow_lower_right symbols	0
⬇️	down arrow	down arrow arrow_down symbols	4.0
↙️	down-left arrow	down left arrow lower arrow_lower_left symbols	0
⬅️	left arrow	left arrow arrow_left symbols	4.0
↖️	up-left arrow	up left arrow upper arrow_upper_left symbols	0
↕️	up-down arrow	up down arrow arrow_up_down symbols	0
↔️	left-right arrow	left right arrow left_right_arrow symbols	0
↩️	right arrow curving left	right arrow curving left leftwards with hook leftwards_arrow_with_hook return symbols	0
↪️	left arrow curving right	left arrow curving right hook arrow_right_hook symbols	0
⤴️	right arrow curving up	right arrow curving up heading arrow_heading_up symbols	0
⤵️	right arrow curving down	right arrow curving down heading arrow_heading_down symbols	0
🔃	clockwise vertical arrows	clockwise vertical arrows arrows_clockwise symbols	6.0
🔄	counterclockwise arrows button	counterclockwise arrows button arrows_counterclockwise sync symbols	6.0
🔙	BACK arrow	back arrow symbols	6.0
🔚	END arrow	end arrow symbols	6.0
🔛	ON! arrow	on! arrow on symbols	6.0
🔜	SOON arrow	soon arrow symbols	6.0
🔝	TOP arrow	top arrow symbols	6.0
🛐	place of worship	place of worship place_of_worship symbols	8.0
⚛️	atom symbol	atom symbol atom_symbol symbols	4.1
🕉️	om	om symbols	7.0
✡️	star of David	star of david star_of_david symbols	0
☸️	wheel of dharma	wheel of dharma wheel_of_dharma symbols	0
☯️	yin yang	yin yang yin_yang symbols	0
✝️	latin cross	latin cross latin_cross symbols	0
☦️	orthodox cross	orthodox cross orthodox_cross symbols	0
☪️	star and crescent	star and crescent star_and_crescent symbols	0
☮️	peace symbol	peace symbol peace_symbol symbols	0
🕎	menorah	menorah symbols	8.0
🔯	dotted six-pointed star	dotted six pointed star six_pointed_star symbols	6.0
🪯	khanda	khanda symbols	15.0
♈	Aries	aries symbols	0
♉	Taurus	taurus symbols	0
♊	Gemini	gemini symbols	0
♋	Cancer	cancer symbols	0
♌	Leo	leo symbols	0
♍	Virgo	virgo symbols	0
♎	Libra	libra symbols	0
♏	Scorpio	scorpio scorpius symbols	0
♐	Sagittarius	sagittarius symbols	0
♑	Capricorn	capricorn symbols	0
♒	Aquarius	aquarius symbols	0
♓	Pisces	pisces symbols	0
⛎	Ophiuchus	ophiuchus symbols	6.0
🔀	shuffle tracks button	shuffle tracks button twisted rightwards arrows twisted_rightwards_arrows symbols	6.0
🔁	repeat button	repeat button loop symbols	6.0
🔂	repeat single button	repeat single button one repeat_one symbols	6.0
▶️	play button	play button arrow forward arrow_forward symbols	0
⏩	fast-forward button	fast forward button fast_forward symbols	6.0
⏭️	next track button	next track button next_track_button symbols	6.0
⏯️	play or pause button	play or pause button play_or_pause_button symbols	6.0
◀️	reverse button	reverse button arrow backward arrow_backward symbols	0
⏪	fast reverse button	fast reverse button rewind symbols	6.0
⏮️	last track button	last track button previous previous_track_button symbols	6.0
🔼	upwards button	upwards button arrow up small arrow_up_small symbols	6.0
⏫	fast up button	fast up button arrow double arrow_double_up symbols	6.0
🔽	downwards button	downwards button arrow down small arrow_down_small symbols	6.0
⏬	fast down button	fast down button arrow double arrow_double_down symbols	6.0
⏸️	pause button	pause button pause_button symbols	7.0
⏹️	stop button	stop button stop_button symbols	7.0
⏺️	record button	record button record_button symbols	7.0
⏏️	eject button	eject button eject_button symbols	11.0
🎦	cinema	cinema film movie symbols	6.0
🔅	dim button	dim button low brightness low_brightness symbols	6.0
🔆	bright button	bright button high brightness high_brightness symbols	6.0
📶	antenna bars	antenna bars signal strength signal_strength wifi symbols	6.0
🛜	wireless	wireless wifi symbols	15.0
📳	vibration mode	vibration mode vibration_mode symbols	6.0
📴	mobile phone off	mobile phone off mobile_phone_off mute symbols	6.0
♀️	female sign	female sign female_sign symbols	11.0
♂️	male sign	male sign male_sign symbols	11.0
⚧️	transgender symbol	transgender symbol transgender_symbol symbols	13.0
✖️	multiply	multiply heavy multiplication x heavy_multiplication_x symbols	0
➕	plus	plus heavy sign heavy_plus_sign symbols	6.0
➖	minus	minus heavy sign heavy_minus_sign symbols	6.0
➗	divide	divide heavy division sign heavy_division_sign symbols	6.0
